Id,ActivityDate,TotalSteps,TotalDistance,TrackerDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalCalories_hourly,SumIntensity,MeanIntensity,TotalSteps_hourly,MeanHR,MinHR,MaxHR,WeightKg,BMI,Steps_diff
1503960366,2016-03-25,11004,7.1100001335144,7.1100001335144,33,12,205,804,1819,1819.0,328.0,0.227777875,11004.0,,,,,,0.0
1503960366,2016-03-26,17609,11.5500001907349,11.5500001907349,89,17,274,588,2154,2154.0,575.0,0.39930550000000004,17609.0,,,,,,0.0
1503960366,2016-03-27,12736,8.52999973297119,8.52999973297119,56,5,268,605,1944,1943.0,446.0,0.3097221666666667,12736.0,,,,,,0.0
1503960366,2016-03-28,13231,8.93000030517578,8.93000030517578,39,20,224,1080,1932,1931.0,381.0,0.2645834166666667,13231.0,,,,,,0.0
1503960366,2016-03-29,12041,7.84999990463257,7.84999990463257,28,28,243,763,1886,1887.0,383.0,0.26597229166666664,12041.0,,,,,,0.0
1503960366,2016-03-30,10970,7.15999984741211,7.15999984741211,30,13,223,1174,1820,1819.0,339.0,0.2354167083333333,10970.0,,,,,,0.0
1503960366,2016-03-31,12256,7.8600001335144,7.8600001335144,33,12,239,820,1889,1890.0,362.0,0.2513889166666667,12196.0,,,,,,-60.0
1503960366,2016-04-01,12262,7.86999988555908,7.86999988555908,47,21,200,866,1868,1865.0,383.0,0.26597220833333335,12208.0,,,,,,-54.0
1503960366,2016-04-02,11248,7.25,7.25,40,11,244,636,1843,1844.0,386.0,0.2680555416666667,11248.0,,,,,,0.0
1503960366,2016-04-03,10016,6.36999988555908,6.36999988555908,15,30,314,655,1850,1851.0,419.0,0.2909722083333333,10016.0,,,,,,0.0
1503960366,2016-04-04,14557,9.80000019073486,9.80000019073486,43,18,285,757,2030,2037.0,450.0,0.3125000416666667,14538.0,,,,,,-19.0
1503960366,2016-04-05,14844,9.72999954223633,9.72999954223633,36,18,341,736,2083,2081.0,485.0,0.3368055833333334,14844.0,,,,53.2999992370605,22.9699993133545,0.0
1503960366,2016-04-06,11974,7.67000007629395,7.67000007629395,27,12,228,1173,1861,1859.0,333.0,0.2312499583333333,11974.0,,,,,,0.0
1503960366,2016-04-07,10198,6.44000005722046,6.44000005722046,17,20,195,1208,1755,1753.0,286.0,0.198611125,10198.0,,,,,,0.0
1503960366,2016-04-08,12521,7.94000005722046,7.94000005722046,46,22,212,1160,1895,1893.0,394.0,0.273611125,12521.0,,,,,,0.0
1503960366,2016-04-09,12432,8.10000038146973,8.10000038146973,32,15,248,738,1883,1884.0,374.0,0.25972233333333333,12432.0,,,,,,0.0
1503960366,2016-04-10,10057,6.98000001907349,6.98000001907349,44,13,168,737,1755,1757.0,326.0,0.22638887500000002,10057.0,,,,,,0.0
1503960366,2016-04-11,10990,7.26000022888184,7.26000022888184,26,14,216,855,1811,1810.0,322.0,0.22361104166666668,10990.0,,,,,,0.0
1503960366,2016-04-12,224,0.140000000596046,0.140000000596046,0,0,9,32,50,1988.0,429.0,0.29791666666666666,13158.0,,,,,,12934.0
1624580081,2016-03-25,1810,1.17999994754791,1.17999994754791,0,0,121,1319,1373,1375.0,121.0,0.08402770833333334,1750.0,,,,,,-60.0
1624580081,2016-03-26,815,0.529999971389771,0.529999971389771,0,0,47,1393,1264,1266.0,47.0,0.032638875000000005,815.0,,,,,,0.0
1624580081,2016-03-27,1985,1.28999996185303,1.28999996185303,0,0,112,1328,1350,1353.0,112.0,0.07777779166666667,1985.0,,,,,,0.0
1624580081,2016-03-28,1905,1.24000000953674,1.24000000953674,0,0,95,1345,1342,1344.0,95.0,0.06597216666666667,1905.0,,,,,,0.0
1624580081,2016-03-29,1552,1.00999999046326,1.00999999046326,0,0,66,1374,1300,1302.0,66.0,0.04583325,1544.0,,,,,,-8.0
1624580081,2016-03-30,1675,1.0900000333786,1.0900000333786,0,0,84,1356,1313,1313.0,84.0,0.05833333333333333,1675.0,,,,,,0.0
1624580081,2016-03-31,4506,2.9300000667572,2.9300000667572,7,4,144,1285,1498,1499.0,173.0,0.12013887499999999,4506.0,,,,,,0.0
1624580081,2016-04-01,9218,5.98999977111816,5.98999977111816,0,0,221,1219,1541,1544.0,221.0,0.15347216666666666,9191.0,,,,,,-27.0
1624580081,2016-04-02,1556,1.00999999046326,1.00999999046326,0,0,88,1352,1327,1331.0,88.0,0.06111116666666667,1556.0,,,,,,0.0
1624580081,2016-04-03,2910,1.88999998569489,1.88999998569489,0,0,157,1283,1452,1453.0,157.0,0.10902783333333334,2910.0,,,,,,0.0
1624580081,2016-04-04,18464,12.0,12.0,0,0,270,1170,1574,1577.0,270.0,0.1875,18464.0,,,,,,0.0
1624580081,2016-04-05,1335,0.870000004768372,0.870000004768372,0,0,74,1366,1308,1310.0,74.0,0.051388875,1335.0,,,,,,0.0
1624580081,2016-04-06,1004,0.649999976158142,0.649999976158142,0,0,55,1385,1276,1278.0,55.0,0.0381945,1004.0,,,,,,0.0
1624580081,2016-04-07,1111,0.720000028610229,0.720000028610229,0,0,54,1386,1278,1282.0,54.0,0.03749995833333333,1111.0,,,,,,0.0
1624580081,2016-04-08,6344,4.11999988555908,4.11999988555908,0,0,143,1297,1409,1411.0,143.0,0.09930545833333333,6309.0,,,,,,-35.0
1624580081,2016-04-09,3572,2.3199999332428,2.3199999332428,0,0,122,1318,1370,1372.0,122.0,0.08472225,3572.0,,,,,,0.0
1624580081,2016-04-10,3910,2.53999996185303,2.53999996185303,7,7,186,1240,1555,1554.0,221.0,0.15347220833333333,3910.0,,,,,,0.0
1624580081,2016-04-11,10000,6.5,6.5,0,0,172,1268,1469,1470.0,172.0,0.11944441666666666,10000.0,,,,,,0.0
1624580081,2016-04-12,6627,4.30999994277954,4.30999994277954,0,0,89,604,706,2106.0,231.0,0.11000005714285714,14661.0,,,,,,8034.0
1644430081,2016-04-01,4636,3.41000008583069,3.41000008583069,0,16,586,838,3323,3319.0,618.0,0.4291667083333333,4636.0,,,,,,0.0
1644430081,2016-04-02,20237,14.710000038147,14.710000038147,34,141,347,918,4029,4028.0,731.0,0.5076388333333334,20237.0,,,,,,0.0
1644430081,2016-04-03,12912,9.40999984741211,9.40999984741211,59,16,283,1082,3436,3434.0,492.0,0.3416667916666667,12912.0,,,,,,0.0
1644430081,2016-04-04,2819,2.04999995231628,2.04999995231628,4,4,87,1345,2444,2442.0,107.0,0.07430558333333333,2819.0,,,,,,0.0
1644430081,2016-04-05,9921,7.21000003814697,7.21000003814697,5,35,219,1181,3098,3093.0,304.0,0.21111116666666666,9921.0,,,,,,0.0
1644430081,2016-04-06,8046,5.84999990463257,5.84999990463257,18,41,137,1244,2925,2924.0,273.0,0.18958333333333333,8046.0,,,,,,0.0
1644430081,2016-04-07,11166,8.11999988555908,8.11999988555908,3,58,230,1149,3202,3200.0,355.0,0.24652770833333335,11166.0,,,,,,0.0
1644430081,2016-04-08,7842,5.69999980926514,5.69999980926514,7,43,161,1229,2928,2924.0,268.0,0.18611104166666667,7842.0,,,,,,0.0
1644430081,2016-04-09,13840,10.0600004196167,10.0600004196167,18,81,192,1149,3290,3286.0,408.0,0.283333375,13840.0,,,,,,0.0
1644430081,2016-04-10,1329,0.970000028610229,0.970000028610229,0,0,35,207,489,487.0,35.0,0.14583325,1329.0,,,,,,0.0
1844505072,2016-04-01,6847,4.53000020980835,4.53000020980835,9,9,251,1171,1969,1967.0,296.0,0.2055555,6847.0,,,,,,0.0
1844505072,2016-04-02,5367,3.54999995231628,3.54999995231628,0,0,263,1177,1889,1888.0,263.0,0.18263891666666665,5367.0,,,,,,0.0
1844505072,2016-04-03,2841,1.87999999523163,1.87999999523163,0,0,136,1114,1636,1634.0,136.0,0.09444441666666666,2841.0,,,,,,0.0
1844505072,2016-04-04,0,0.0,0.0,0,0,0,669,1347,1344.0,0.0,0.0,0.0,,,,,,0.0
1844505072,2016-04-05,0,0.0,0.0,0,0,0,1440,1347,1344.0,0.0,0.0,0.0,,,,,,0.0
1844505072,2016-04-06,7,0.0,0.0,0,0,1,1439,1349,1346.0,1.0,0.0006944583333333334,7.0,,,,,,0.0
1844505072,2016-04-07,6344,4.19000005722046,4.19000005722046,0,0,290,1150,1965,1965.0,290.0,0.20138891666666667,6344.0,,,,,,0.0
1844505072,2016-04-08,5316,3.50999999046326,3.50999999046326,0,0,221,1219,1824,1827.0,221.0,0.15347220833333333,5316.0,,,,,,0.0
1844505072,2016-04-09,4979,3.28999996185303,3.28999996185303,0,0,184,620,1807,1804.0,184.0,0.12777775,4979.0,,,,,,0.0
